Location, Sublocation, Vendor, Model, Description, Count, Min, Cost, Ext. Cost,
Thin Brick,,,GTV30909019,Big saw pressure plates  (2),2,2,$0.0,$0.00,
Thin Brick,,,,Orange Pressure Wheels for Big Saw.,200,100,$0.0,$0.00,
Thin Brick,,,,Adjusting rods for Saw,5,5,$0.0,$0.00,
Thin Brick,,,GV-30209016,Sleeves for Saw Blades,2,2,$0.0,$0.00,
Thin Brick,,,,Incline Scrap Belt,1,0,$0.0,$0.00,
Thin Brick,,,GV. 30403863,Proximity Switches for Big Saw.      ,6,2,$0.0,$0.00,
Thin Brick,,,GV-3020058,Galv. Nut Ring,8,6,$0.0,$0.00,
Thin Brick,,,,Proximity Switches for corner saw      ,8,4,$0.0,$0.00,
Thin Brick,,,,Bearings Corner Saw belts,6,4,$0.0,$0.00,
Thin Brick,,,,Rollers for grinder conveyor,12,12,$0.0,$0.00,
Thin Brick,,,,Heaters for oven,4,4,$0.0,$0.00,
Thin Brick,corner saw,,,Corner saw blades,3,2,$0.0,$0.00,
Thin Brick,,,,motor for scrap belts 1 ea type,1,1,$0.0,$0.00,
Thin Brick,,,,gearbox for scrap belts 1 eac type,1,1,$0.0,$0.00,
Thin Brick,,,,motor for split title conveyor,1,1,$0.0,$0.00,
Thin Brick,,,,gear unit for split title conveyor,1,1,$0.0,$0.00,
Thin Brick,,,,motor for split tile,1,1,$0.0,$0.00,
Thin Brick,,,,gb for split tile,1,1,$0.0,$0.00,
Thin Brick,,,,bearings for corner saw arbours,4,4,$0.0,$0.00,
Thin Brick,,,,arbour assy,2,2,$0.0,$0.00,
